,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
38,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,Go Fish Poke,32.86345007363677,-96.80693002711094,Poke Place
39,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,CRUDO Italian,32.865034,-96.804449,Italian Restaurant
40,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,El Fenix,32.866007865953335,-96.78839380362331,Mexican Restaurant
41,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,Mimis Pizzeria,32.86604288634512,-96.78850378167368,Pizza Place
42,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,Subway,32.86587005992197,-96.78804501386765,Sandwich Place
43,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,Walgreens,32.86602714187418,-96.78932970131454,Pharmacy
44,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,Javalato,32.865519,-96.814958,Café
45,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,Sturdyroof Construction,32.859176676617885,-96.81494861841202,Home Service
46,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,"Centennial Spirits, Beer & Wine",32.85758542314239,-96.81396844335335,Liquor Store
47,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,AT&T Store,32.866044733135396,-96.78959658848306,Electronics Store
48,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,Rex’s Seafood & Market,32.865781,-96.788659,Seafood Restaurant
49,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,"Centennial Spirits, Beer & Wine",32.865921,-96.78866793,Liquor Store
50,"Northwood Hills, Dallas, TX",32.8639981,-96.80373320000001,Tennis Courts,32.85827741549071,-96.78955997470237,Tennis Court
51,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,NorthPark Center,32.86922695010538,-96.77358787609418,Shopping Mall
52,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Nordstrom,32.8699096690701,-96.77448213100433,Department Store
53,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Neiman Marcus,32.86802,-96.77445,Department Store
54,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Nespresso Boutique,32.86803016337122,-96.77457472611029,Coffee Shop
55,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,LUSH,32.86907957218905,-96.77254156815351,Cosmetics Shop
56,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,The Mermaid Bar at Neiman Marcus,32.86723783448084,-96.77497063832486,Café
57,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Seasons 52,32.8668441807911,-96.77349477186836,New American Restaurant
58,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Nike,32.86757232659275,-96.77306355952453,Sporting Goods Shop
59,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Maggiano's Little Italy,32.86676564348378,-96.77263806319036,Italian Restaurant
60,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Apple NorthPark Center,32.868432,-96.774126,Electronics Store
61,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Victoria's Secret,32.868408954470034,-96.77214725826654,Lingerie Store
62,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Bread Winners Cafe,32.86825702794502,-96.7735265184489,Bakery
63,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,The North Face,32.86884091666293,-96.77228767230332,Sporting Goods Shop
64,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,P.F. Chang's,32.8668565,-96.7731605,Chinese Restaurant
65,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,AMC NorthPark 15,32.86862931045152,-96.77363978336902,Movie Theater
66,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Cafe at Neiman Marcus,32.867237725060555,-96.77478773504693,American Restaurant
67,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Warby Parker,32.86948891982426,-96.77373174775275,Optical Shop
68,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Ebar,32.86987812985342,-96.77451968193054,Café
69,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,La Duni Latin Kitchen & Coffee Studio,32.86826078171647,-96.7736554757396,Latin American Restaurant
70,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Anthropologie,32.86762925768258,-96.77442851031475,Women's Store
71,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,SEPHORA,32.868652,-96.77436,Cosmetics Shop
72,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,M.A.C. Cosmetics,32.868787,-96.773707,Cosmetics Shop
73,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,The LEGO Store,32.869228287299535,-96.77293371115331,Toy / Game Store
74,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Nordstrom Rack,32.868091,-96.769055,Discount Store
75,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Starbucks,32.86997091968422,-96.76892495483558,Coffee Shop
76,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Paciugo Gelato & Caffé,32.86941497585052,-96.77367184706652,Ice Cream Shop
77,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Tiffany & Co.,32.8670747,-96.7744199,Jewelry Store
78,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,The Shops at Park Lane,32.86859402364763,-96.76823258399963,Shopping Plaza
79,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Kona Grill,32.869656877851895,-96.77359384935559,New American Restaurant
80,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,The Cheesecake Factory,32.86412858541609,-96.7730556386343,American Restaurant
81,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Dillard's,32.86726255423205,-96.77202957811231,Department Store
82,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Gap,32.86869900063402,-96.7724904007764,Clothing Store
83,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Barnes & Noble,32.86458042096197,-96.77422529154666,Bookstore
84,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Panera Bread,32.8723147,-96.7725084,Bakery
85,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Grimaldi's Pizzeria,32.87075223620983,-96.76860138821706,Pizza Place
86,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Macy's,32.87,-96.773,Department Store
87,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Mrs. Fields,32.86903969381761,-96.77246359702389,Dessert Shop
88,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Williams-Sonoma,32.86696848935029,-96.77435723419275,Kitchen Supply Store
89,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Yogurtland,32.864364,-96.774511,Dessert Shop
90,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,The Container Store,32.86454669867674,-96.77363146329685,Furniture / Home Store
91,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Food Court,32.86950463559614,-96.77359542350354,Food Court
92,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Bazille!,32.868565,-96.773534,Restaurant
93,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,David Yurman,32.8671283,-96.7741864,Jewelry Store
94,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,H&M,32.868875670365355,-96.77321124638365,Clothing Store
95,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,TUMI,32.868654,-96.774772,Luggage Store
96,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Pirch,32.86817009377003,-96.77548191795701,Furniture / Home Store
97,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Armani Exchange,32.867840856423115,-96.7723498628655,Clothing Store
98,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Bath & Body Works,32.867907124811325,-96.77228990546095,Cosmetics Shop
99,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,LensCrafters,32.8677172055257,-96.774757541054,Optical Shop
100,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,DICK'S Sporting Goods,32.86938642262933,-96.76877627695379,Sporting Goods Shop
101,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Disney store,32.869273,-96.772183,Toy / Game Store
102,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Norma's Cafe,32.872514677092234,-96.76857027631834,American Restaurant
103,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Panda Express,32.86947699236443,-96.7736355153153,Chinese Restaurant
104,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,la Madeleine French Bakery & Café Northpark,32.867752,-96.772761,French Restaurant
105,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,J.Crew Mens Shop,32.868271,-96.772391,Men's Store
106,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Jason's deli,32.87263997191669,-96.76922598363794,Deli / Bodega
107,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,AEO & Aerie Store,32.8694223,-96.7739113,Clothing Store
108,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Swatch,32.8686408996582,-96.77072143554688,Jewelry Store
109,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Crisp Salad Company,32.87047320716282,-96.76893724912749,Salad Place
110,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Godiva Chocolatier,32.86740742127133,-96.77266940769405,Chocolate Shop
111,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Green House Market,32.86836091155558,-96.77359438082298,Café
112,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,James Avery Artisan Jewelry,32.86749575618623,-96.77270875277816,Jewelry Store
113,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Whole Foods Market,32.871567714949514,-96.76575690507887,Grocery Store
114,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Total Wine & More,32.874457,-96.768189,Wine Shop
115,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Zoës Kitchen,32.870444156319174,-96.76884967346368,Mediterranean Restaurant
116,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Bowl & Barrel,32.870174218694416,-96.76740162747178,Bowling Alley
117,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Victoria's Secret PINK,32.868414565078865,-96.77224142601573,Lingerie Store
118,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,HomeGoods,32.868008,-96.768167,Furniture / Home Store
119,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Banana Republic,32.868774,-96.774089,Clothing Store
120,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Half Price Books,32.8662715,-96.7650311,Used Bookstore
121,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Kiehl's,32.8690815,-96.7747762,Cosmetics Shop
122,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Urban Outfitters,32.86935,-96.77079,Clothing Store
123,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Starbucks,32.86859982447297,-96.77223789550769,Coffee Shop
124,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Charming Charlie,32.86837414570242,-96.7681027993855,Accessories Store
125,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,BOSS Hugo Boss,32.868361705471344,-96.77456024137724,Men's Store
126,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Buca di Beppo,32.87231807805138,-96.77215107199244,Italian Restaurant
127,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Henk's European Deli & Black Forest Bakery,32.86700332125138,-96.76496377019356,German Restaurant
128,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Zara,32.86905449613793,-96.7739011772855,Clothing Store
129,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Artistic Salon & Spa,32.87293232480795,-96.76773087720545,Salon / Barbershop
130,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Gucci,32.868009,-96.774445,Women's Store
131,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Burberry,32.86742377949364,-96.77381868986718,Clothing Store
132,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Under Armour,32.86892288687298,-96.77250981606358,Clothing Store
133,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Louis Vuitton,32.867404789866846,-96.77364928801045,Boutique
134,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Ulta Beauty,32.86942784247075,-96.76727913579312,Cosmetics Shop
135,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Madewell,32.86873135507054,-96.77459689437116,Women's Store
136,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Chick-fil-A,32.8695627,-96.7734899,Fast Food Restaurant
137,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,REI,32.866296102972164,-96.76265358924866,Sporting Goods Shop
138,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Bed Bath & Beyond,32.873072,-96.7669199,Furniture / Home Store
139,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Which Wich? Superior Sandwiches,32.86950745853467,-96.77360127104919,Sandwich Place
140,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Saks Fifth Avenue OFF 5TH,32.868855087140005,-96.76865917296544,Department Store
141,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,See's Candies,32.86923138844747,-96.77295486951468,Candy Store
142,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Museum of Biblical Art,32.870720914420644,-96.77649323145643,Art Museum
143,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,The Great Outdoors,32.872122887053926,-96.7640021581649,Sandwich Place
144,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Which Wich Superior Sandwiches,32.87040257628186,-96.76870016043505,Sandwich Place
145,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,In-N-Out Burger,32.85985536893965,-96.7694596240302,Fast Food Restaurant
146,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Dave & Buster's,32.877074,-96.76896,Sports Bar
147,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,ZYN22,32.869868668125136,-96.76820707433207,Cycle Studio
148,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Starbucks,32.865989,-96.763483,Coffee Shop
149,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Spec's,32.87862802724797,-96.76915532371054,Liquor Store
150,"Uptown, Dallas, TX",32.868538199999996,-96.7735105,Dallas Cigars,32.86042040928329,-96.76761313498176,Smoke Shop
151,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,El Fenix,32.866007865953335,-96.78839380362331,Mexican Restaurant
152,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Sprinkles Cupcakes,32.86454799174657,-96.80319644139837,Cupcake Shop
153,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,True Food Kitchen,32.86409171167306,-96.80342328836059,Juice Bar
154,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,R & D Kitchen,32.86335476960144,-96.80276423001706,American Restaurant
155,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Corner Bakery Cafe,32.865016,-96.802679,Bakery
156,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Hillstone Restaurant,32.86304711199237,-96.80379965026867,American Restaurant
157,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Equinox Preston Hollow,32.866789,-96.787111,Gym
158,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Tiff's Treats,32.86654112528444,-96.78701806853233,Bakery
159,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,7-Eleven,32.8660084,-96.7875093,Convenience Store
160,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Top Pot Doughnuts,32.8675421,-96.7869549,Donut Shop
161,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Preston Center,32.864053859957245,-96.80466229589847,Shopping Mall
162,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Sprinkles Ice Cream,32.86468022497364,-96.80313266359411,Ice Cream Shop
163,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Caruth Park,32.858250328035396,-96.78825758365355,Park
164,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Hopdoddy Burger Bar,32.863413,-96.806825,Burger Joint
165,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Pho Envy,32.867547763276335,-96.7869364288301,Vietnamese Restaurant
166,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Flying Fish,32.86367291381428,-96.80553035787466,Seafood Restaurant
167,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Sprinkles Cupcake ATM,32.86462836555992,-96.80306801382832,Cupcake Shop
168,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Jersey Mike's Subs,32.864611,-96.804744,Sandwich Place
169,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Diamond Doctor,32.861908740110536,-96.80438398301767,Jewelry Store
170,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,SusieCakes,32.86344142484129,-96.80647361264056,Bakery
171,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Nick & Sam's Grill,32.861157981018444,-96.8043544703179,American Restaurant
172,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,DSW Designer Shoe Warehouse,32.8646848,-96.8074712,Shoe Store
173,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Starbucks,32.86533544452394,-96.80508601682357,Coffee Shop
174,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Yolk Preston Center,32.86406398840635,-96.80670877812561,Breakfast Spot
175,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Montlake Cut,32.863325923974934,-96.80645377223732,Seafood Restaurant
176,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Panini Bakery & Cakes,32.86224984459219,-96.80714357200685,Bakery
177,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Sevys,32.862361258346205,-96.80469388683326,American Restaurant
178,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Nekter Juice Bar,32.86480035794466,-96.80206898293194,Juice Bar
179,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Mimis Pizzeria,32.86604288634512,-96.78850378167368,Pizza Place
180,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Spec's,32.86154219690526,-96.80443582835613,Liquor Store
181,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Tom Thumb,32.86365342058137,-96.80215448141098,Grocery Store
182,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Swoozie's,32.864834945793355,-96.80312982624841,Gift Shop
183,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Jamba Juice,32.865173,-96.80674,Juice Bar
184,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Gold's Gym,32.8646901,-96.8083849,Gym / Fitness Center
185,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Pei Wei,32.863793,-96.806782,Asian Restaurant
186,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Carlo's Bake Shop,32.86444568767452,-96.80440262660252,Bakery
187,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,California Pizza Kitchen,32.864612,-96.804431,Pizza Place
188,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Adrift Float Spa,32.86417688442463,-96.80429378524741,Spa
189,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Roti Modern Mediterranean,32.863786,-96.806754,Mediterranean Restaurant
190,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,SoulCycle Preston Hollow,32.86532746116486,-96.80619965397354,Cycle Studio
191,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Salata,32.8639434,-96.8067261,Salad Place
192,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Insight Complete Eye Care,32.8667243,-96.78706919999999,Optical Shop
193,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Subway,32.86587005992197,-96.78804501386765,Sandwich Place
194,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Marshalls,32.86470722947066,-96.80683752761269,Department Store
195,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,TOOTSIES,32.86368974369998,-96.80412057799832,Shoe Store
196,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Coffee Park,32.8646886183117,-96.78724065979407,Park
197,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Southpaw's Organic Café,32.86500931051524,-96.80804289453104,Café
198,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Target,32.864491,-96.807364,Big Box Store
199,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Einstein Bros Bagels,32.865059256311255,-96.80616237223148,Bagel Shop
200,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Baskin-Robbins,32.8645298376541,-96.80441950042778,Ice Cream Shop
201,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,CRUDO Italian,32.865034,-96.804449,Italian Restaurant
202,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Tu-Lu's Gluten Free Bakery,32.862217826692024,-96.8072590027163,Cupcake Shop
203,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Go Fish Poke,32.86345007363677,-96.80693002711094,Poke Place
204,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Taco Joint,32.86360632958617,-96.80616312681445,Taco Place
205,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Golds Gym,32.86488363559563,-96.80834123946502,Athletics & Sports
206,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Lucky Dog Barkery,32.8640476813813,-96.80282535798189,Pet Store
207,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Larry North Fitness,32.8631968,-96.80704480000001,Gym
208,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Smith Park,32.858678861869954,-96.80193660866802,Playground
209,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Tuesday Morning,32.8634736,-96.8056365,Furniture / Home Store
210,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Chipotle Mexican Grill,32.863668401039725,-96.80690077826513,Mexican Restaurant
211,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,New Balance,32.86531446563959,-96.80257789918163,Shoe Store
212,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Jimmy John's,32.863604914728995,-96.80646198158662,Sandwich Place
213,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Mattress Firm,32.87306816663514,-96.7876822385017,Furniture / Home Store
214,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Verizon,32.8651561,-96.8072627,Mobile Phone Shop
215,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Tasti D-Lite,32.86737065945754,-96.78699893247989,Dessert Shop
216,"Stultz Road, Dallas, TX",32.8696285,-96.7939316,Walgreens,32.86602714187418,-96.78932970131454,Pharmacy
